subject_id,image,n_fix_clean,n_valid_trans
39,art_007.jpg,1.0,0.0
39,art_008.jpg,16.0,15.0
39,art_009.jpg,18.0,17.0
39,art_010.jpg,4.0,3.0
39,art_011.jpg,2.0,1.0
39,cat_012.jpg,15.0,14.0
39,cat_013.jpg,,
39,cat_014.jpg,1.0,0.0
39,cat_015.jpg,16.0,15.0
39,ind_016.jpg,17.0,16.0
39,ind_017.jpg,20.0,19.0
39,ind_018.jpg,21.0,20.0
39,ind_019.jpg,20.0,19.0
39,ind_020.jpg,15.0,14.0
39,ind_021.jpg,22.0,21.0
39,ind_022.jpg,14.0,13.0
39,ind_023.jpg,4.0,3.0
39,ind_024.jpg,,
39,ind_025.jpg,20.0,19.0
39,land_026.jpg,2.0,1.0
39,land_027.jpg,11.0,10.0
39,land_028.jpg,19.0,18.0
39,land_029.jpg,13.0,12.0
39,land_030.jpg,3.0,2.0
39,low_031.jpg,,
39,low_032.jpg,19.0,18.0
39,low_033.jpg,17.0,16.0
39,low_034.jpg,12.0,11.0
39,low_035.jpg,1.0,0.0
39,low_036.jpg,1.0,0.0
39,mood_37.jpg,13.0,12.0
39,mood_38.jpg,9.0,8.0
39,mood_39.jpg,15.0,14.0
39,mood_40.jpg,17.0,16.0
39,mood_41.jpg,11.0,10.0
39,mood_42.jpg,10.0,9.0
39,mood_43.jpg,16.0,15.0
39,mood_44.jpg,23.0,22.0
39,mood_45.jpg,25.0,24.0
39,mood_46.jpg,9.0,8.0
39,noi_047.jpg,15.0,14.0
39,noi_048.jpg,9.0,8.0
39,noi_049.jpg,17.0,16.0
39,noi_050.jpg,17.0,16.0
39,noi_051.jpg,10.0,9.0
39,noi_052.jpg,20.0,19.0
39,noi_053.jpg,21.0,20.0
39,outman_054.jpg,16.0,15.0
39,outman_055.jpg,3.0,2.0
39,outman_056.jpg,13.0,12.0
39,outman_057.jpg,21.0,20.0
39,outman_058.jpg,,
39,outman_059.jpg,9.0,8.0
39,outman_060.jpg,23.0,22.0
39,outman_061.jpg,10.0,9.0
39,pat_066.jpg,12.0,11.0
39,pat_067.jpg,10.0,9.0
39,pat_068.jpg,23.0,22.0
39,pat_069.jpg,15.0,14.0
39,pat_070.jpg,14.0,13.0
39,patch_062.jpg,16.0,15.0
39,patch_063.jpg,16.0,15.0
39,patch_064.jpg,14.0,13.0
39,patch_065.jpg,4.0,3.0
39,por_071.jpg,19.0,18.0
39,por_072.jpg,21.0,20.0
39,por_073.jpg,3.0,2.0
39,por_074.jpg,17.0,16.0
39,rand_075.jpg,11.0,10.0
39,rand_076.jpg,9.0,8.0
39,rand_077.jpg,7.0,6.0
39,rand_078.jpg,12.0,11.0
39,rand_079.jpg,3.0,2.0
39,sat_080.jpg,6.0,5.0
39,sat_081.jpg,13.0,12.0
39,sat_082.jpg,21.0,20.0
39,sat_083.jpg,1.0,0.0
39,sat_084.jpg,4.0,3.0
39,sat_085.jpg,8.0,7.0
39,sat_086.jpg,19.0,18.0
39,sat_087.jpg,17.0,16.0
39,soc_088.jpg,19.0,18.0
39,soc_089.jpg,14.0,13.0
39,soc_090.jpg,18.0,17.0
39,soc_091.jpg,18.0,17.0
39,soc_092.jpg,17.0,16.0
39,soc_093.jpg,21.0,20.0
39,soc_094.jpg,6.0,5.0
39,soc_095.jpg,17.0,16.0
39,soc_096.jpg,20.0,19.0
39,soc_097.jpg,18.0,17.0
39,soc_098.jpg,12.0,11.0
39,soc_099.jpg,18.0,17.0
39,soc_100.jpg,20.0,19.0
40,act_001.jpg,14.0,13.0
40,act_002.jpg,18.0,17.0
40,act_003.jpg,16.0,15.0
40,act_004.jpg,14.0,13.0
40,act_005.jpg,13.0,12.0
40,art_006.jpg,15.0,14.0
40,art_007.jpg,15.0,14.0
40,art_008.jpg,14.0,13.0
40,art_009.jpg,17.0,16.0
40,art_010.jpg,16.0,15.0
40,art_011.jpg,17.0,16.0
40,cat_012.jpg,1.0,0.0
40,cat_013.jpg,17.0,16.0
40,cat_014.jpg,17.0,16.0
40,cat_015.jpg,18.0,17.0
40,ind_016.jpg,14.0,13.0
40,ind_017.jpg,12.0,11.0
40,ind_018.jpg,19.0,18.0
40,ind_019.jpg,18.0,17.0
40,ind_020.jpg,16.0,15.0
40,ind_021.jpg,17.0,16.0
40,ind_022.jpg,15.0,14.0
40,ind_023.jpg,16.0,15.0
40,ind_024.jpg,16.0,15.0
40,ind_025.jpg,16.0,15.0
40,land_026.jpg,17.0,16.0
40,land_027.jpg,17.0,16.0
40,land_028.jpg,17.0,16.0
40,land_029.jpg,14.0,13.0
40,land_030.jpg,16.0,15.0
40,low_031.jpg,14.0,13.0
40,low_032.jpg,14.0,13.0
40,low_033.jpg,9.0,8.0
40,low_034.jpg,9.0,8.0
40,low_035.jpg,11.0,10.0
40,low_036.jpg,11.0,10.0
40,mood_37.jpg,14.0,13.0
40,mood_38.jpg,20.0,19.0
40,mood_39.jpg,16.0,15.0
40,mood_40.jpg,16.0,15.0
40,mood_41.jpg,15.0,14.0
40,mood_42.jpg,16.0,15.0
40,mood_43.jpg,17.0,16.0
40,mood_44.jpg,16.0,15.0
40,mood_45.jpg,17.0,16.0
40,mood_46.jpg,16.0,15.0
40,noi_047.jpg,3.0,2.0
40,noi_048.jpg,2.0,1.0
40,noi_049.jpg,13.0,12.0
40,noi_050.jpg,14.0,13.0
40,noi_051.jpg,15.0,14.0
40,noi_052.jpg,4.0,3.0
40,noi_053.jpg,2.0,1.0
40,outman_054.jpg,18.0,17.0
40,outman_055.jpg,16.0,15.0
40,outman_056.jpg,16.0,15.0
40,outman_057.jpg,6.0,5.0
40,outman_058.jpg,2.0,1.0
40,outman_059.jpg,19.0,18.0
40,outman_060.jpg,16.0,15.0
40,outman_061.jpg,14.0,13.0
40,pat_066.jpg,17.0,16.0
40,pat_067.jpg,14.0,13.0
40,pat_068.jpg,12.0,11.0
40,pat_069.jpg,15.0,14.0
40,pat_070.jpg,14.0,13.0
40,patch_062.jpg,15.0,14.0
40,patch_063.jpg,16.0,15.0
40,patch_064.jpg,15.0,14.0
40,patch_065.jpg,17.0,16.0
40,por_071.jpg,14.0,13.0
40,por_072.jpg,14.0,13.0
40,por_073.jpg,14.0,13.0
40,por_074.jpg,15.0,14.0
40,rand_075.jpg,13.0,12.0
40,rand_076.jpg,14.0,13.0
40,rand_077.jpg,12.0,11.0
40,rand_078.jpg,15.0,14.0
40,rand_079.jpg,13.0,12.0
40,sat_080.jpg,14.0,13.0
40,sat_081.jpg,14.0,13.0
40,sat_082.jpg,14.0,13.0
40,sat_083.jpg,18.0,17.0
40,sat_084.jpg,18.0,17.0
40,sat_085.jpg,19.0,18.0
40,sat_086.jpg,13.0,12.0
40,sat_087.jpg,12.0,11.0
40,soc_088.jpg,16.0,15.0
40,soc_089.jpg,17.0,16.0
40,soc_090.jpg,14.0,13.0
40,soc_091.jpg,15.0,14.0
40,soc_092.jpg,16.0,15.0
40,soc_093.jpg,17.0,16.0
40,soc_094.jpg,18.0,17.0
40,soc_095.jpg,19.0,18.0
40,soc_096.jpg,17.0,16.0
40,soc_097.jpg,16.0,15.0
40,soc_098.jpg,18.0,17.0
40,soc_099.jpg,19.0,18.0
40,soc_100.jpg,13.0,12.0
41,act_001.jpg,11.0,10.0
41,act_002.jpg,21.0,20.0
41,act_003.jpg,19.0,18.0
41,act_004.jpg,12.0,11.0
41,act_005.jpg,17.0,16.0
41,art_006.jpg,3.0,2.0
41,art_007.jpg,21.0,20.0
41,art_008.jpg,20.0,19.0
41,art_009.jpg,12.0,11.0
41,art_010.jpg,16.0,15.0
41,art_011.jpg,20.0,19.0
41,cat_012.jpg,16.0,15.0
41,cat_013.jpg,11.0,10.0
41,cat_014.jpg,18.0,17.0
41,cat_015.jpg,15.0,14.0
41,ind_016.jpg,11.0,10.0
41,ind_017.jpg,15.0,14.0
41,ind_018.jpg,15.0,14.0
41,ind_019.jpg,16.0,15.0
41,ind_020.jpg,17.0,16.0
41,ind_021.jpg,15.0,14.0
41,ind_022.jpg,27.0,26.0
41,ind_023.jpg,17.0,16.0
41,ind_024.jpg,8.0,7.0
41,ind_025.jpg,19.0,18.0
41,land_026.jpg,23.0,22.0
41,land_027.jpg,25.0,24.0
41,land_028.jpg,15.0,14.0
41,land_029.jpg,,
41,land_030.jpg,5.0,4.0
41,low_031.jpg,12.0,11.0
41,low_032.jpg,18.0,17.0
41,low_033.jpg,10.0,9.0
41,low_034.jpg,2.0,1.0
41,low_035.jpg,19.0,18.0
41,low_036.jpg,18.0,17.0
41,mood_37.jpg,24.0,23.0
41,mood_38.jpg,25.0,24.0
41,mood_39.jpg,24.0,23.0
41,mood_40.jpg,21.0,20.0
41,mood_41.jpg,13.0,12.0
41,mood_42.jpg,19.0,18.0
41,mood_43.jpg,23.0,22.0
41,mood_44.jpg,15.0,14.0
41,mood_45.jpg,17.0,16.0
41,mood_46.jpg,3.0,2.0
41,noi_047.jpg,3.0,2.0
41,noi_048.jpg,14.0,13.0
41,noi_049.jpg,19.0,18.0
41,noi_050.jpg,12.0,11.0
41,noi_051.jpg,24.0,23.0
41,noi_052.jpg,10.0,9.0
41,noi_053.jpg,7.0,6.0
41,outman_054.jpg,17.0,16.0
41,outman_055.jpg,15.0,14.0
41,outman_056.jpg,17.0,16.0
41,outman_057.jpg,14.0,13.0
41,outman_058.jpg,15.0,14.0
41,outman_059.jpg,13.0,12.0
41,outman_060.jpg,8.0,7.0
41,outman_061.jpg,20.0,19.0
41,pat_066.jpg,14.0,13.0
41,pat_067.jpg,11.0,10.0
41,pat_068.jpg,23.0,22.0
41,pat_069.jpg,25.0,24.0
41,pat_070.jpg,22.0,21.0
41,patch_062.jpg,10.0,9.0
41,patch_063.jpg,20.0,19.0
41,patch_064.jpg,8.0,7.0
41,patch_065.jpg,15.0,14.0
41,por_071.jpg,23.0,22.0
41,por_072.jpg,15.0,14.0
41,por_073.jpg,8.0,7.0
41,por_074.jpg,22.0,21.0
41,rand_075.jpg,8.0,7.0
41,rand_076.jpg,9.0,8.0
41,rand_077.jpg,13.0,12.0
41,rand_078.jpg,20.0,19.0
41,rand_079.jpg,11.0,10.0
41,sat_080.jpg,17.0,16.0
41,sat_081.jpg,19.0,18.0
41,sat_082.jpg,21.0,20.0
41,sat_083.jpg,12.0,11.0
41,sat_084.jpg,10.0,9.0
41,sat_085.jpg,24.0,23.0
41,sat_086.jpg,17.0,16.0
41,sat_087.jpg,24.0,23.0
41,soc_088.jpg,14.0,13.0
41,soc_089.jpg,14.0,13.0
41,soc_090.jpg,17.0,16.0
41,soc_091.jpg,9.0,8.0
41,soc_092.jpg,12.0,11.0
41,soc_093.jpg,20.0,19.0
41,soc_094.jpg,17.0,16.0
41,soc_095.jpg,17.0,16.0
41,soc_096.jpg,21.0,20.0
41,soc_097.jpg,25.0,24.0
41,soc_098.jpg,3.0,2.0
41,soc_099.jpg,20.0,19.0
41,soc_100.jpg,20.0,19.0
42,act_001.jpg,19.0,18.0
42,act_002.jpg,18.0,17.0
42,act_003.jpg,16.0,15.0
42,act_004.jpg,16.0,15.0
42,act_005.jpg,20.0,19.0
42,art_006.jpg,15.0,14.0
42,art_007.jpg,17.0,16.0
42,art_008.jpg,17.0,16.0
42,art_009.jpg,20.0,19.0
42,art_010.jpg,15.0,14.0
42,art_011.jpg,17.0,16.0
42,cat_012.jpg,18.0,17.0
42,cat_013.jpg,15.0,14.0
42,cat_014.jpg,17.0,16.0
42,cat_015.jpg,18.0,17.0
42,ind_016.jpg,16.0,15.0
42,ind_017.jpg,16.0,15.0
42,ind_018.jpg,17.0,16.0
42,ind_019.jpg,18.0,17.0
42,ind_020.jpg,14.0,13.0
42,ind_021.jpg,19.0,18.0
42,ind_022.jpg,19.0,18.0
42,ind_023.jpg,20.0,19.0
42,ind_024.jpg,16.0,15.0
42,ind_025.jpg,17.0,16.0
42,land_026.jpg,16.0,15.0
42,land_027.jpg,15.0,14.0
42,land_028.jpg,15.0,14.0
42,land_029.jpg,16.0,15.0
42,land_030.jpg,18.0,17.0
42,low_031.jpg,14.0,13.0
42,low_032.jpg,18.0,17.0
42,low_033.jpg,14.0,13.0
42,low_034.jpg,16.0,15.0
42,low_035.jpg,18.0,17.0
42,low_036.jpg,13.0,12.0
42,mood_37.jpg,20.0,19.0
42,mood_38.jpg,16.0,15.0
42,mood_39.jpg,17.0,16.0
42,mood_40.jpg,17.0,16.0
42,mood_41.jpg,21.0,20.0
42,mood_42.jpg,14.0,13.0
42,mood_43.jpg,21.0,20.0
42,mood_44.jpg,18.0,17.0
42,mood_45.jpg,18.0,17.0
42,mood_46.jpg,14.0,13.0
42,noi_047.jpg,17.0,16.0
42,noi_048.jpg,15.0,14.0
42,noi_049.jpg,16.0,15.0
42,noi_050.jpg,14.0,13.0
42,noi_051.jpg,17.0,16.0
42,noi_052.jpg,13.0,12.0
42,noi_053.jpg,17.0,16.0
42,outman_054.jpg,16.0,15.0
42,outman_055.jpg,17.0,16.0
42,outman_056.jpg,18.0,17.0
42,outman_057.jpg,17.0,16.0
42,outman_058.jpg,18.0,17.0
42,outman_059.jpg,18.0,17.0
42,outman_060.jpg,18.0,17.0
42,outman_061.jpg,18.0,17.0
42,pat_066.jpg,19.0,18.0
42,pat_067.jpg,17.0,16.0
42,pat_068.jpg,18.0,17.0
42,pat_069.jpg,18.0,17.0
42,pat_070.jpg,15.0,14.0
42,patch_062.jpg,18.0,17.0
42,patch_063.jpg,16.0,15.0
42,patch_064.jpg,18.0,17.0
42,patch_065.jpg,20.0,19.0
42,por_071.jpg,16.0,15.0
42,por_072.jpg,19.0,18.0
42,por_073.jpg,19.0,18.0
42,por_074.jpg,16.0,15.0
42,rand_075.jpg,16.0,15.0
42,rand_076.jpg,16.0,15.0
42,rand_077.jpg,17.0,16.0
42,rand_078.jpg,19.0,18.0
42,rand_079.jpg,20.0,19.0
42,sat_080.jpg,19.0,18.0
42,sat_081.jpg,21.0,20.0
42,sat_082.jpg,13.0,12.0
42,sat_083.jpg,17.0,16.0
42,sat_084.jpg,13.0,12.0
42,sat_085.jpg,18.0,17.0
42,sat_086.jpg,19.0,18.0
42,sat_087.jpg,17.0,16.0
42,soc_088.jpg,20.0,19.0
42,soc_089.jpg,18.0,17.0
42,soc_090.jpg,19.0,18.0
42,soc_091.jpg,20.0,19.0
42,soc_092.jpg,19.0,18.0
42,soc_093.jpg,18.0,17.0
42,soc_094.jpg,20.0,19.0
42,soc_095.jpg,20.0,19.0
42,soc_096.jpg,16.0,15.0
42,soc_097.jpg,16.0,15.0
42,soc_098.jpg,17.0,16.0
42,soc_099.jpg,10.0,9.0
42,soc_100.jpg,18.0,17.0
43,act_001.jpg,14.0,13.0
43,act_002.jpg,15.0,14.0
43,act_003.jpg,15.0,14.0
43,act_004.jpg,13.0,12.0
43,act_005.jpg,15.0,14.0
43,art_006.jpg,16.0,15.0
43,art_007.jpg,16.0,15.0
43,art_008.jpg,16.0,15.0
43,art_009.jpg,16.0,15.0
43,art_010.jpg,16.0,15.0
43,art_011.jpg,18.0,17.0
43,cat_012.jpg,16.0,15.0
43,cat_013.jpg,16.0,15.0
43,cat_014.jpg,16.0,15.0
43,cat_015.jpg,14.0,13.0
43,ind_016.jpg,17.0,16.0
43,ind_017.jpg,14.0,13.0
43,ind_018.jpg,15.0,14.0
43,ind_019.jpg,15.0,14.0
43,ind_020.jpg,15.0,14.0
43,ind_021.jpg,14.0,13.0
43,ind_022.jpg,18.0,17.0
43,ind_023.jpg,17.0,16.0
43,ind_024.jpg,16.0,15.0
43,ind_025.jpg,17.0,16.0
43,land_026.jpg,16.0,15.0
43,land_027.jpg,13.0,12.0
43,land_028.jpg,16.0,15.0
43,land_029.jpg,18.0,17.0
43,land_030.jpg,15.0,14.0
43,low_031.jpg,14.0,13.0
43,low_032.jpg,18.0,17.0
43,low_033.jpg,16.0,15.0
43,low_034.jpg,14.0,13.0
43,low_035.jpg,19.0,18.0
43,low_036.jpg,18.0,17.0
43,mood_37.jpg,17.0,16.0
43,mood_38.jpg,16.0,15.0
43,mood_39.jpg,16.0,15.0
43,mood_40.jpg,14.0,13.0
43,mood_41.jpg,12.0,11.0
43,mood_42.jpg,15.0,14.0
43,mood_43.jpg,14.0,13.0
43,mood_44.jpg,15.0,14.0
43,mood_45.jpg,7.0,6.0
43,mood_46.jpg,15.0,14.0
43,noi_047.jpg,14.0,13.0
43,noi_048.jpg,15.0,14.0
43,noi_049.jpg,17.0,16.0
43,noi_050.jpg,15.0,14.0
43,noi_051.jpg,13.0,12.0
43,noi_052.jpg,13.0,12.0
43,noi_053.jpg,10.0,9.0
43,outman_054.jpg,16.0,15.0
43,outman_055.jpg,15.0,14.0
43,outman_056.jpg,17.0,16.0
43,outman_057.jpg,18.0,17.0
43,outman_058.jpg,15.0,14.0
43,outman_059.jpg,14.0,13.0
43,outman_060.jpg,9.0,8.0
43,outman_061.jpg,14.0,13.0
43,pat_066.jpg,14.0,13.0
43,pat_067.jpg,14.0,13.0
43,pat_068.jpg,16.0,15.0
43,pat_069.jpg,14.0,13.0
43,pat_070.jpg,9.0,8.0
43,patch_062.jpg,17.0,16.0
43,patch_063.jpg,4.0,3.0
43,patch_064.jpg,14.0,13.0
43,patch_065.jpg,12.0,11.0
43,por_071.jpg,15.0,14.0
43,por_072.jpg,16.0,15.0
43,por_073.jpg,14.0,13.0
43,por_074.jpg,11.0,10.0
43,rand_075.jpg,18.0,17.0
43,rand_076.jpg,15.0,14.0
43,rand_077.jpg,8.0,7.0
43,rand_078.jpg,10.0,9.0
43,rand_079.jpg,10.0,9.0
43,sat_080.jpg,11.0,10.0
43,sat_081.jpg,15.0,14.0
43,sat_082.jpg,8.0,7.0
43,sat_083.jpg,16.0,15.0
43,sat_084.jpg,10.0,9.0
43,sat_085.jpg,11.0,10.0
43,sat_086.jpg,10.0,9.0
43,sat_087.jpg,13.0,12.0
43,soc_088.jpg,12.0,11.0
43,soc_089.jpg,17.0,16.0
43,soc_090.jpg,8.0,7.0
43,soc_091.jpg,15.0,14.0
43,soc_092.jpg,18.0,17.0
43,soc_093.jpg,16.0,15.0
43,soc_094.jpg,20.0,19.0
43,soc_095.jpg,13.0,12.0
43,soc_096.jpg,9.0,8.0
43,soc_097.jpg,14.0,13.0
43,soc_098.jpg,14.0,13.0
43,soc_099.jpg,14.0,13.0
43,soc_100.jpg,14.0,13.0
44,act_001.jpg,7.0,6.0
44,act_002.jpg,13.0,12.0
44,act_003.jpg,10.0,9.0
44,act_004.jpg,,
44,act_005.jpg,14.0,13.0
44,art_006.jpg,15.0,14.0
44,art_007.jpg,12.0,11.0
44,art_008.jpg,1.0,0.0
44,art_009.jpg,16.0,15.0
44,art_010.jpg,14.0,13.0
44,art_011.jpg,16.0,15.0
44,cat_012.jpg,18.0,17.0
44,cat_013.jpg,9.0,8.0
44,cat_014.jpg,10.0,9.0
44,cat_015.jpg,,
44,ind_016.jpg,20.0,19.0
44,ind_017.jpg,16.0,15.0
44,ind_018.jpg,3.0,2.0
44,ind_019.jpg,15.0,14.0
44,ind_020.jpg,,
44,ind_021.jpg,,
44,ind_022.jpg,19.0,18.0
44,ind_023.jpg,,
44,ind_024.jpg,12.0,11.0
44,ind_025.jpg,11.0,10.0
44,land_026.jpg,18.0,17.0
44,land_027.jpg,14.0,13.0
44,land_028.jpg,,
44,land_029.jpg,11.0,10.0
44,land_030.jpg,,
44,low_031.jpg,16.0,15.0
44,low_032.jpg,15.0,14.0
44,low_033.jpg,1.0,0.0
44,low_034.jpg,13.0,12.0
44,low_035.jpg,17.0,16.0
44,low_036.jpg,19.0,18.0
44,mood_37.jpg,5.0,4.0
44,mood_38.jpg,19.0,18.0
44,mood_39.jpg,18.0,17.0
44,mood_40.jpg,8.0,7.0
44,mood_41.jpg,15.0,14.0
44,mood_42.jpg,11.0,10.0
44,mood_43.jpg,16.0,15.0
44,mood_44.jpg,21.0,20.0
44,mood_45.jpg,20.0,19.0
44,mood_46.jpg,18.0,17.0
44,noi_047.jpg,15.0,14.0
44,noi_048.jpg,3.0,2.0
44,noi_049.jpg,19.0,18.0
44,noi_050.jpg,16.0,15.0
44,noi_051.jpg,5.0,4.0
44,noi_052.jpg,17.0,16.0
44,noi_053.jpg,11.0,10.0
44,outman_054.jpg,10.0,9.0
44,outman_055.jpg,17.0,16.0
44,outman_056.jpg,,
44,outman_057.jpg,16.0,15.0
44,outman_058.jpg,2.0,1.0
44,outman_059.jpg,9.0,8.0
44,outman_060.jpg,17.0,16.0
44,outman_061.jpg,12.0,11.0
44,pat_066.jpg,17.0,16.0
44,pat_067.jpg,12.0,11.0
44,pat_068.jpg,18.0,17.0
44,pat_069.jpg,12.0,11.0
44,pat_070.jpg,7.0,6.0
44,patch_062.jpg,15.0,14.0
44,patch_063.jpg,12.0,11.0
44,patch_064.jpg,13.0,12.0
44,patch_065.jpg,2.0,1.0
44,por_071.jpg,9.0,8.0
44,por_072.jpg,16.0,15.0
44,por_073.jpg,19.0,18.0
44,por_074.jpg,,
44,rand_075.jpg,4.0,3.0
44,rand_076.jpg,18.0,17.0
44,rand_077.jpg,8.0,7.0
44,rand_078.jpg,16.0,15.0
44,rand_079.jpg,21.0,20.0
44,sat_080.jpg,14.0,13.0
44,sat_081.jpg,14.0,13.0
44,sat_082.jpg,2.0,1.0
44,sat_083.jpg,1.0,0.0
44,sat_084.jpg,,
44,sat_085.jpg,10.0,9.0
44,sat_086.jpg,13.0,12.0
44,sat_087.jpg,10.0,9.0
44,soc_088.jpg,9.0,8.0
44,soc_089.jpg,19.0,18.0
44,soc_090.jpg,23.0,22.0
44,soc_091.jpg,5.0,4.0
44,soc_092.jpg,15.0,14.0
44,soc_093.jpg,3.0,2.0
44,soc_094.jpg,10.0,9.0
44,soc_095.jpg,15.0,14.0
44,soc_096.jpg,16.0,15.0
44,soc_097.jpg,14.0,13.0
44,soc_098.jpg,22.0,21.0
44,soc_099.jpg,9.0,8.0
44,soc_100.jpg,8.0,7.0
45,act_001.jpg,13.0,12.0
45,act_002.jpg,16.0,15.0
45,act_003.jpg,16.0,15.0
45,act_004.jpg,13.0,12.0
45,act_005.jpg,14.0,13.0
45,art_006.jpg,14.0,13.0
45,art_007.jpg,18.0,17.0
45,art_008.jpg,13.0,12.0
45,art_009.jpg,15.0,14.0
45,art_010.jpg,15.0,14.0
45,art_011.jpg,11.0,10.0
45,cat_012.jpg,17.0,16.0
45,cat_013.jpg,14.0,13.0
45,cat_014.jpg,16.0,15.0
45,cat_015.jpg,14.0,13.0
45,ind_016.jpg,15.0,14.0
45,ind_017.jpg,18.0,17.0
45,ind_018.jpg,15.0,14.0
45,ind_019.jpg,14.0,13.0
45,ind_020.jpg,10.0,9.0
45,ind_021.jpg,16.0,15.0
45,ind_022.jpg,16.0,15.0
45,ind_023.jpg,15.0,14.0
45,ind_024.jpg,13.0,12.0
45,ind_025.jpg,15.0,14.0
45,land_026.jpg,14.0,13.0
45,land_027.jpg,15.0,14.0
45,land_028.jpg,12.0,11.0
45,land_029.jpg,14.0,13.0
45,land_030.jpg,14.0,13.0
45,low_031.jpg,14.0,13.0
45,low_032.jpg,10.0,9.0
45,low_033.jpg,11.0,10.0
45,low_034.jpg,15.0,14.0
45,low_035.jpg,14.0,13.0
45,low_036.jpg,12.0,11.0
45,mood_37.jpg,17.0,16.0
45,mood_38.jpg,17.0,16.0
45,mood_39.jpg,17.0,16.0
45,mood_40.jpg,17.0,16.0
45,mood_41.jpg,12.0,11.0
45,mood_42.jpg,16.0,15.0
45,mood_43.jpg,19.0,18.0
45,mood_44.jpg,17.0,16.0
45,mood_45.jpg,15.0,14.0
45,mood_46.jpg,13.0,12.0
45,noi_047.jpg,11.0,10.0
45,noi_048.jpg,13.0,12.0
45,noi_049.jpg,15.0,14.0
45,noi_050.jpg,10.0,9.0
45,noi_051.jpg,11.0,10.0
45,noi_052.jpg,7.0,6.0
45,noi_053.jpg,13.0,12.0
45,outman_054.jpg,13.0,12.0
45,outman_055.jpg,6.0,5.0
45,outman_056.jpg,16.0,15.0
45,outman_057.jpg,12.0,11.0
45,outman_058.jpg,14.0,13.0
45,outman_059.jpg,15.0,14.0
45,outman_060.jpg,12.0,11.0
45,outman_061.jpg,11.0,10.0
45,pat_066.jpg,12.0,11.0
45,pat_067.jpg,15.0,14.0
45,pat_068.jpg,14.0,13.0
45,pat_069.jpg,14.0,13.0
45,pat_070.jpg,17.0,16.0
45,patch_062.jpg,15.0,14.0
45,patch_063.jpg,14.0,13.0
45,patch_064.jpg,17.0,16.0
45,patch_065.jpg,15.0,14.0
45,por_071.jpg,16.0,15.0
45,por_072.jpg,16.0,15.0
45,por_073.jpg,16.0,15.0
45,por_074.jpg,15.0,14.0
45,rand_075.jpg,15.0,14.0
45,rand_076.jpg,17.0,16.0
45,rand_077.jpg,16.0,15.0
45,rand_078.jpg,15.0,14.0
45,rand_079.jpg,16.0,15.0
45,sat_080.jpg,14.0,13.0
45,sat_081.jpg,16.0,15.0
45,sat_082.jpg,17.0,16.0
45,sat_083.jpg,16.0,15.0
45,sat_084.jpg,15.0,14.0
45,sat_085.jpg,17.0,16.0
45,sat_086.jpg,16.0,15.0
45,sat_087.jpg,14.0,13.0
45,soc_088.jpg,15.0,14.0
45,soc_089.jpg,16.0,15.0
45,soc_090.jpg,13.0,12.0
45,soc_091.jpg,17.0,16.0
45,soc_092.jpg,14.0,13.0
45,soc_093.jpg,17.0,16.0
45,soc_094.jpg,14.0,13.0
45,soc_095.jpg,14.0,13.0
45,soc_096.jpg,17.0,16.0
45,soc_097.jpg,17.0,16.0
45,soc_098.jpg,14.0,13.0
45,soc_099.jpg,16.0,15.0
45,soc_100.jpg,15.0,14.0
46,act_001.jpg,18.0,17.0
46,act_002.jpg,21.0,20.0
46,act_003.jpg,16.0,15.0
46,act_004.jpg,19.0,18.0
46,act_005.jpg,16.0,15.0
46,art_006.jpg,19.0,18.0
46,art_007.jpg,20.0,19.0
46,art_008.jpg,19.0,18.0
46,art_009.jpg,16.0,15.0
46,art_010.jpg,17.0,16.0
46,art_011.jpg,18.0,17.0
46,cat_012.jpg,15.0,14.0
46,cat_013.jpg,18.0,17.0
46,cat_014.jpg,18.0,17.0
46,cat_015.jpg,21.0,20.0
46,ind_016.jpg,17.0,16.0
46,ind_017.jpg,17.0,16.0
46,ind_018.jpg,19.0,18.0
46,ind_019.jpg,19.0,18.0
46,ind_020.jpg,18.0,17.0
46,ind_021.jpg,17.0,16.0
46,ind_022.jpg,17.0,16.0
46,ind_023.jpg,15.0,14.0
46,ind_024.jpg,20.0,19.0
46,ind_025.jpg,19.0,18.0
46,land_026.jpg,21.0,20.0
46,land_027.jpg,18.0,17.0
46,land_028.jpg,18.0,17.0
46,land_029.jpg,21.0,20.0
46,land_030.jpg,17.0,16.0
46,low_031.jpg,19.0,18.0
46,low_032.jpg,14.0,13.0
46,low_033.jpg,18.0,17.0
46,low_034.jpg,16.0,15.0
46,low_035.jpg,18.0,17.0
46,low_036.jpg,18.0,17.0
46,mood_37.jpg,17.0,16.0
46,mood_38.jpg,19.0,18.0
46,mood_39.jpg,21.0,20.0
46,mood_40.jpg,19.0,18.0
46,mood_41.jpg,22.0,21.0
46,mood_42.jpg,16.0,15.0
46,mood_43.jpg,20.0,19.0
46,mood_44.jpg,16.0,15.0
46,mood_45.jpg,17.0,16.0
46,mood_46.jpg,20.0,19.0
46,noi_047.jpg,16.0,15.0
46,noi_048.jpg,19.0,18.0
46,noi_049.jpg,17.0,16.0
46,noi_050.jpg,16.0,15.0
46,noi_051.jpg,19.0,18.0
46,noi_052.jpg,16.0,15.0
46,noi_053.jpg,17.0,16.0
46,outman_054.jpg,17.0,16.0
46,outman_055.jpg,20.0,19.0
46,outman_056.jpg,21.0,20.0
